epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,1308.05,1.03098,0.62624,1.01309,0.88408,0.80361,0.84534,0.6138,0.97699,0.62506,1.03015,0.000407378,0.000407378,0.000407378
97,1321.86,1.03586,0.60975,1.00266,0.82636,0.79764,0.84338,0.62764,0.96094,0.60792,1.03086,0.000403571,0.000403571,0.000403571
98,1335.46,1.02056,0.61135,1.00396,0.88866,0.7873,0.84251,0.61597,0.96204,0.62985,1.03188,0.000399765,0.000399765,0.000399765
99,1349.12,0.9934,0.60166,0.99387,0.89054,0.80256,0.84575,0.6168,0.99981,0.63396,1.04943,0.000395958,0.000395958,0.000395958
100,1362.75,1.00659,0.60581,0.99406,0.83094,0.82196,0.85162,0.61842,1.00237,0.65304,1.04317,0.000392152,0.000392152,0.000392152
101,1376.27,1.02683,0.61357,0.99396,0.86316,0.81349,0.86091,0.62324,0.99932,0.6185,1.04205,0.000388345,0.000388345,0.000388345
102,1389.74,0.99605,0.58856,0.99,0.87895,0.83078,0.85703,0.61525,1.00889,0.61574,1.05228,0.000384538,0.000384538,0.000384538
103,1403.29,1.01693,0.61721,0.99778,0.89679,0.79298,0.84631,0.60894,0.98804,0.62488,1.04361,0.000380732,0.000380732,0.000380732
104,1417.02,1.00597,0.61294,0.99607,0.89809,0.79967,0.85247,0.62323,0.97746,0.6243,1.0429,0.000376925,0.000376925,0.000376925
105,1430.38,1.01737,0.60934,0.99688,0.89179,0.81523,0.85718,0.63212,1.01285,0.6361,1.05113,0.000373119,0.000373119,0.000373119
106,1443.93,0.99713,0.59684,0.99203,0.87656,0.8333,0.86194,0.64224,0.96966,0.6239,1.03955,0.000369312,0.000369312,0.000369312
107,1457.72,1.01254,0.6037,0.99187,0.86466,0.84122,0.85632,0.60993,0.99055,0.63864,1.05217,0.000365506,0.000365506,0.000365506
108,1471.41,1.00724,0.60096,0.99134,0.85159,0.84017,0.85297,0.61174,1.01204,0.64242,1.05465,0.000361699,0.000361699,0.000361699
109,1485.35,0.98856,0.58626,0.99604,0.89714,0.80845,0.86008,0.62818,0.98512,0.60685,1.04384,0.000357893,0.000357893,0.000357893
110,1499.21,0.99595,0.58509,0.98353,0.86679,0.82418,0.85843,0.6308,0.98203,0.61477,1.0398,0.000354086,0.000354086,0.000354086
111,1512.96,0.96987,0.58061,0.98022,0.85355,0.83813,0.85954,0.62629,0.96767,0.63748,1.03752,0.00035028,0.00035028,0.00035028
112,1526.97,0.98549,0.5856,0.98798,0.84082,0.8241,0.86303,0.63643,0.99078,0.61666,1.0421,0.000346473,0.000346473,0.000346473
