epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,2397.74,0.85041,0.50303,0.93386,0.83408,0.8445,0.86431,0.63478,0.98183,0.56797,1.05983,0.000102854,0.000102854,0.000102854
177,2411.15,0.81793,0.48427,0.9222,0.87576,0.81932,0.86296,0.63089,0.9725,0.5663,1.05996,9.90472e-05,9.90472e-05,9.90472e-05
178,2424.83,0.82218,0.48741,0.93493,0.87377,0.82049,0.8611,0.62699,0.97124,0.56969,1.05513,9.52406e-05,9.52406e-05,9.52406e-05
179,2438.51,0.81431,0.48037,0.93048,0.86799,0.83289,0.86506,0.62907,0.97692,0.5723,1.05701,9.14341e-05,9.14341e-05,9.14341e-05
180,2452.46,0.82813,0.48142,0.92968,0.86693,0.82444,0.86779,0.63482,0.97662,0.56857,1.05297,8.76275e-05,8.76275e-05,8.76275e-05
181,2466.23,0.81454,0.47621,0.92507,0.90068,0.80497,0.86772,0.64137,0.9714,0.55581,1.05125,8.3821e-05,8.3821e-05,8.3821e-05
182,2480.05,0.84269,0.48772,0.93086,0.92073,0.80622,0.87187,0.63862,0.97273,0.55085,1.05128,8.00144e-05,8.00144e-05,8.00144e-05
183,2493.94,0.84146,0.49305,0.93564,0.86571,0.83248,0.86795,0.63965,0.97452,0.56055,1.05782,7.62079e-05,7.62079e-05,7.62079e-05
184,2507.76,0.79657,0.47349,0.91724,0.88906,0.80495,0.86799,0.64278,0.9756,0.55976,1.05873,7.24013e-05,7.24013e-05,7.24013e-05
185,2521.4,0.8208,0.47961,0.93245,0.90181,0.80636,0.87023,0.64605,0.97218,0.55963,1.05666,6.85948e-05,6.85948e-05,6.85948e-05
186,2535.49,0.80842,0.4758,0.91737,0.87245,0.83296,0.8713,0.65022,0.96988,0.56474,1.05648,6.47882e-05,6.47882e-05,6.47882e-05
187,2549.68,0.81103,0.48223,0.91851,0.88737,0.81855,0.87071,0.65057,0.96614,0.5517,1.05248,6.09817e-05,6.09817e-05,6.09817e-05
188,2563.46,0.80886,0.47108,0.91803,0.9016,0.82337,0.87336,0.65248,0.98295,0.56324,1.05863,5.71751e-05,5.71751e-05,5.71751e-05
189,2576.96,0.81407,0.47741,0.92037,0.85801,0.85536,0.87484,0.65498,0.96868,0.55559,1.04996,5.33686e-05,5.33686e-05,5.33686e-05
190,2590.84,0.80556,0.47315,0.91907,0.8747,0.84556,0.87651,0.65779,0.96969,0.55288,1.04974,4.95621e-05,4.95621e-05,4.95621e-05
191,2606.59,0.82647,0.47635,0.91573,0.8847,0.83455,0.87831,0.65032,0.96967,0.5668,1.05827,4.57555e-05,4.57555e-05,4.57555e-05
192,2620.33,0.81764,0.45385,0.91381,0.90467,0.82299,0.87573,0.64109,0.96902,0.57047,1.06191,4.1949e-05,4.1949e-05,4.1949e-05
193,2633.93,0.77763,0.4416,0.90298,0.89044,0.81749,0.87018,0.63996,0.96857,0.56434,1.06033,3.81424e-05,3.81424e-05,3.81424e-05
194,2647.34,0.77584,0.43259,0.89802,0.88438,0.81987,0.87114,0.64091,0.96659,0.55763,1.05719,3.43359e-05,3.43359e-05,3.43359e-05
195,2661.12,0.78049,0.43492,0.90479,0.90157,0.79399,0.87198,0.63453,0.96388,0.56174,1.05417,3.05293e-05,3.05293e-05,3.05293e-05
196,2674.48,0.78294,0.43703,0.90338,0.90772,0.79847,0.8714,0.6303,0.9678,0.5647,1.05752,2.67228e-05,2.67228e-05,2.67228e-05
197,2687.93,0.77376,0.43255,0.91286,0.91265,0.79939,0.87168,0.63207,0.96342,0.55893,1.0542,2.29162e-05,2.29162e-05,2.29162e-05
198,2701.4,0.79627,0.44044,0.90535,0.91676,0.79342,0.87186,0.62912,0.96837,0.56684,1.05729,1.91097e-05,1.91097e-05,1.91097e-05
199,2714.72,0.76905,0.42804,0.89934,0.91608,0.79184,0.87286,0.6337,0.9716,0.57174,1.05954,1.53031e-05,1.53031e-05,1.53031e-05
200,2728.1,0.76368,0.42882,0.90324,0.91675,0.79289,0.87357,0.63516,0.97265,0.57326,1.05998,1.14966e-05,1.14966e-05,1.14966e-05
