epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,2275.43,0.84007,0.48154,0.93119,0.83186,0.84212,0.85731,0.61934,0.9901,0.59297,1.07678,9.52406e-05,9.52406e-05,9.52406e-05
179,2287.5,0.80685,0.46397,0.93265,0.87416,0.81636,0.86033,0.62371,0.99928,0.59555,1.08154,9.14341e-05,9.14341e-05,9.14341e-05
180,2300.32,0.82384,0.476,0.93351,0.88628,0.82552,0.85771,0.62165,1.00183,0.59031,1.07965,8.76275e-05,8.76275e-05,8.76275e-05
181,2312.95,0.80775,0.47558,0.9267,0.89586,0.81924,0.85801,0.61997,1.00073,0.59059,1.07838,8.3821e-05,8.3821e-05,8.3821e-05
182,2326.24,0.82062,0.47046,0.92833,0.89223,0.81318,0.8623,0.62449,1.00103,0.58676,1.07999,8.00144e-05,8.00144e-05,8.00144e-05
183,2340.22,0.86077,0.48266,0.93672,0.84215,0.85679,0.86178,0.62242,1.00845,0.59168,1.0815,7.62079e-05,7.62079e-05,7.62079e-05
184,2354,0.83182,0.47507,0.92234,0.85536,0.83412,0.86025,0.62052,1.00759,0.59772,1.08343,7.24013e-05,7.24013e-05,7.24013e-05
185,2367.45,0.80979,0.46001,0.92723,0.86146,0.84725,0.86353,0.62912,1.00381,0.59335,1.08067,6.85948e-05,6.85948e-05,6.85948e-05
186,2380.91,0.82003,0.46992,0.92228,0.86159,0.8467,0.86561,0.63018,1.00115,0.58503,1.08131,6.47882e-05,6.47882e-05,6.47882e-05
187,2394.5,0.81909,0.46353,0.91752,0.85168,0.8527,0.86383,0.63049,0.99995,0.58981,1.08138,6.09817e-05,6.09817e-05,6.09817e-05
188,2407.73,0.81639,0.46367,0.92724,0.86523,0.84419,0.8635,0.62655,0.99953,0.58896,1.07849,5.71751e-05,5.71751e-05,5.71751e-05
189,2421.37,0.79224,0.45672,0.91927,0.84457,0.84134,0.86034,0.62453,1.00568,0.59443,1.08058,5.33686e-05,5.33686e-05,5.33686e-05
190,2434.4,0.81197,0.46391,0.91399,0.84277,0.84504,0.86025,0.6224,0.99498,0.58649,1.07725,4.95621e-05,4.95621e-05,4.95621e-05
191,2450.43,0.82448,0.45615,0.91992,0.86703,0.81508,0.859,0.62679,0.99936,0.58569,1.07205,4.57555e-05,4.57555e-05,4.57555e-05
192,2463.35,0.81683,0.4499,0.90708,0.87145,0.81742,0.8603,0.61985,1.00751,0.59012,1.07487,4.1949e-05,4.1949e-05,4.1949e-05
193,2475.89,0.80371,0.43575,0.91145,0.87904,0.80339,0.85655,0.61926,0.99728,0.58649,1.07339,3.81424e-05,3.81424e-05,3.81424e-05
194,2488.72,0.78754,0.42856,0.90981,0.89569,0.8027,0.85936,0.61664,1.0002,0.58264,1.0752,3.43359e-05,3.43359e-05,3.43359e-05
195,2501.66,0.79982,0.43667,0.9083,0.88133,0.81057,0.85856,0.61582,1.00326,0.58468,1.0752,3.05293e-05,3.05293e-05,3.05293e-05
196,2514.53,0.78694,0.43054,0.90234,0.87103,0.81383,0.85958,0.62089,0.99424,0.58306,1.06888,2.67228e-05,2.67228e-05,2.67228e-05
197,2527.47,0.79214,0.4277,0.9113,0.82708,0.85491,0.86183,0.62244,0.99352,0.58136,1.06904,2.29162e-05,2.29162e-05,2.29162e-05
198,2540.9,0.77569,0.42297,0.90342,0.89739,0.7949,0.86432,0.62434,0.99053,0.57406,1.06842,1.91097e-05,1.91097e-05,1.91097e-05
199,2553.6,0.77785,0.42277,0.90483,0.89936,0.79432,0.86482,0.62505,0.9909,0.57547,1.07008,1.53031e-05,1.53031e-05,1.53031e-05
200,2565.9,0.78127,0.42384,0.89747,0.89953,0.79703,0.86201,0.62652,0.99392,0.57823,1.07259,1.14966e-05,1.14966e-05,1.14966e-05
